,log_id,timestamp,epoch,metric_key,metric_val
99,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,184",12,Train-XEnt-Src,2.241237
100,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,185",12,Train-Aux-Src,1.026758
101,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,185",12,Train-Total-Src,1.633997
102,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,185",12,Train-Acc-Src,0.172250
103,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,186",12,Train-XEnt-Tgt,2.306470
104,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,186",12,Train-Aux-Tgt,1.004487
105,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,186",12,Train-Total-Tgt,1.655479
106,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,186",12,Train-Acc-Tgt,0.172250
107,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:55,801",12,Eval-Acc-Tgt,0.178874
108,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,438",13,Train-XEnt-Src,2.240092
109,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,439",13,Train-Aux-Src,1.027125
110,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,439",13,Train-Total-Src,1.633609
111,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,439",13,Train-Acc-Src,0.163875
112,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,439",13,Train-XEnt-Tgt,2.306760
113,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,440",13,Train-Aux-Tgt,1.004368
114,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,440",13,Train-Total-Tgt,1.655564
115,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:59,440",13,Train-Acc-Tgt,0.163875
116,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:00,054",13,Eval-Acc-Tgt,0.082711
117,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,700",14,Train-XEnt-Src,2.236598
118,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,701",14,Train-Aux-Src,1.028871
119,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,701",14,Train-Total-Src,1.632735
120,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,702",14,Train-Acc-Src,0.163625
121,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,702",14,Train-XEnt-Tgt,2.306029
122,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,702",14,Train-Aux-Tgt,1.004656
123,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,702",14,Train-Total-Tgt,1.655342
124,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:03,703",14,Train-Acc-Tgt,0.163625
125,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:04,318",14,Eval-Acc-Tgt,0.178874
126,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,961",15,Train-XEnt-Src,2.236117
127,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,961",15,Train-Aux-Src,1.028402
128,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,961",15,Train-Total-Src,1.632259
129,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,962",15,Train-Acc-Src,0.165375
130,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,962",15,Train-XEnt-Tgt,2.306363
131,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,962",15,Train-Aux-Tgt,1.004328
132,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,962",15,Train-Total-Tgt,1.655346
133,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:07,963",15,Train-Acc-Tgt,0.165375
134,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:08,576",15,Eval-Acc-Tgt,0.082711
135,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,220",16,Train-XEnt-Src,2.232767
136,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,220",16,Train-Aux-Src,1.030690
137,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,221",16,Train-Total-Src,1.631729
138,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,221",16,Train-Acc-Src,0.165500
139,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,221",16,Train-XEnt-Tgt,2.305674
140,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,222",16,Train-Aux-Tgt,1.004572
141,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,222",16,Train-Total-Tgt,1.655123
142,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,222",16,Train-Acc-Tgt,0.165500
